,_wandb,late_cost,early_cost,deviation_from_balanced,_step,_runtime,converged,_timestamp,mean_error,tp,kind,alpha,tau_a,epsilon,scale_cost,lineage_info,max_inner_iterations,name
128,{'runtime': 137},0.9886757659685844,0.988380900647004,2.220446049250313e-16,0,137.72066044807434,True,1699614878.0415134,0.988528333307794,330-390,moslin,0.95,1,0.5,mean,precise,30000.0,playful-sweep-472
129,{'runtime': 396},0.9895438330549852,0.9890024443338196,0.0,0,396.63839507102966,True,1699615133.162205,0.9892731386944024,270-330,moslin,0.95,1,0.5,mean,precise,30000.0,cerulean-sweep-471
130,{'runtime': 117},0.9866495941868926,0.9835378895784604,2.220446049250313e-16,0,117.7590835094452,True,1699614841.7937064,0.9850937418826764,210-270,moslin,0.95,1,0.5,mean,precise,30000.0,amber-sweep-470
131,{'runtime': 27},0.9765626264869636,0.9752970537121882,0.0,0,27.64064073562622,True,1699614733.1182246,0.975929840099576,170-210,moslin,0.95,1,0.5,mean,precise,30000.0,warm-sweep-469
132,{'runtime': 40},0.9147726810979854,0.9192395492274578,6.661338147750939e-16,0,40.77460336685181,True,1699614743.5651865,0.9170061151627216,450-510,moslin,0.95,1,0.1,mean,abpxp,30000.0,devout-sweep-468
133,{'runtime': 75},0.9400929664929832,0.9435329587463892,2.220446049250313e-16,0,75.90231251716614,True,1699614770.3823094,0.9418129626196864,390-450,moslin,0.95,1,0.1,mean,abpxp,30000.0,mild-sweep-467
134,{'runtime': 300},0.9813513652942328,0.983394378209085,4.440892098500626e-16,0,300.9045102596283,True,1699614968.7567232,0.9823728717516588,330-390,moslin,0.95,1,0.1,mean,abpxp,30000.0,logical-sweep-466
135,{'runtime': 1171},0.9737875978562324,0.9714360629638388,5.551115123125784e-16,0,1171.972454547882,True,1699615834.074185,0.9726118304100356,270-330,moslin,0.95,1,0.1,mean,abpxp,30000.0,sunny-sweep-465
136,{'runtime': 300},0.9748049296469574,0.9730330505061348,8.881784197001252e-16,0,300.83927297592163,True,1699614955.140627,0.973918990076546,210-270,moslin,0.95,1,0.1,mean,abpxp,30000.0,swift-sweep-464
137,{'runtime': 44},0.9832056495440332,0.9856484737482336,3.3306690738754696e-16,0,44.58144235610962,True,1699614685.2019954,0.9844270616461336,170-210,moslin,0.95,1,0.1,mean,abpxp,30000.0,eager-sweep-463
138,{'runtime': 28},0.7842799645099471,0.7907990814904979,7.771561172376097e-16,0,28.853853225708008,True,1699614670.2795782,0.7875395230002225,450-510,moslin,0.95,1,0.1,mean,precise,30000.0,revived-sweep-462
139,{'runtime': 38},0.7836032250713035,0.7814579083779698,3.3306690738754696e-16,0,39.56859612464905,True,1699614644.9756432,0.7825305667246367,390-450,moslin,0.95,1,0.1,mean,precise,30000.0,revived-sweep-461
140,{'runtime': 125},0.92899766955728,0.9266930014110448,8.881784197001252e-16,0,126.3869526386261,True,1699614727.7896297,0.9278453354841624,330-390,moslin,0.95,1,0.1,mean,precise,30000.0,revived-sweep-460
141,{'runtime': 381},0.9229184667290588,0.9187699687113088,2.220446049250313e-16,0,382.3795599937439,True,1699614981.465763,0.920844217720184,270-330,moslin,0.95,1,0.1,mean,precise,30000.0,good-sweep-459
142,{'runtime': 128},0.874891900916966,0.8423904539210266,3.3306690738754696e-16,0,128.67114233970642,True,1699614724.6625602,0.8586411774189964,210-270,moslin,0.95,1,0.1,mean,precise,30000.0,desert-sweep-458
143,{'runtime': 27},0.6870462381013104,0.6654409367221467,5.551115123125784e-16,0,28.44542384147644,True,1699614624.271922,0.6762435874117285,170-210,moslin,0.95,1,0.1,mean,precise,30000.0,icy-sweep-457
144,{'runtime': 41},0.803039073556861,0.8118867890634225,6.661338147750939e-16,0,42.25319194793701,True,1699614634.773439,0.8074629313101418,450-510,moslin,0.95,1,0.05,mean,abpxp,30000.0,sweet-sweep-456
145,{'runtime': 73},0.8657417874990299,0.8742234935945892,1.1102230246251563e-16,0,74.3105697631836,True,1699614641.2019637,0.8699826405468095,390-450,moslin,0.95,1,0.05,mean,abpxp,30000.0,peachy-sweep-455
146,{'runtime': 331},0.9584377806273364,0.9624525058414426,0.0,0,332.2464997768402,True,1699614891.9518209,0.9604451432343896,330-390,moslin,0.95,1,0.05,mean,abpxp,30000.0,exalted-sweep-454
147,{'runtime': 1280},0.9423450235092784,0.9368864414493784,7.771561172376097e-16,0,1280.6109788417816,True,1699615824.5522518,0.9396157324793284,270-330,moslin,0.95,1,0.05,mean,abpxp,30000.0,wise-sweep-453
148,{'runtime': 354},0.9433333599995783,0.9399966066435508,2.220446049250313e-16,0,355.22851943969727,True,1699614886.4015975,0.9416649833215648,210-270,moslin,0.95,1,0.05,mean,abpxp,30000.0,glamorous-sweep-452
149,{'runtime': 43},0.8966267779848786,0.8847161737675883,2.220446049250313e-16,0,44.01983308792114,True,1699614574.51039,0.8906714758762334,170-210,moslin,0.95,1,0.05,mean,abpxp,30000.0,ancient-sweep-451
150,{'runtime': 28},0.4548574944116029,0.47224184947284575,6.661338147750939e-16,0,29.24683928489685,True,1699614552.2053912,0.4635496719422243,450-510,moslin,0.95,1,0.05,mean,precise,30000.0,celestial-sweep-450
151,{'runtime': 38},0.4130728739007646,0.4171431759900709,0.0,0,39.37389707565307,True,1699614540.259251,0.4151080249454177,390-450,moslin,0.95,1,0.05,mean,precise,30000.0,lemon-sweep-449
152,{'runtime': 121},0.8067554615620051,0.8008724700442631,5.551115123125784e-16,0,121.91727924346924,True,1699614623.3596942,0.803813965803134,330-390,moslin,0.95,1,0.05,mean,precise,30000.0,frosty-sweep-448
153,{'runtime': 394},0.785478588599865,0.7770238493315,6.661338147750939e-16,0,394.6533589363098,True,1699614890.800215,0.7812512189656825,270-330,moslin,0.95,1,0.05,mean,precise,30000.0,daily-sweep-447
154,{'runtime': 119},0.7288132871357426,0.6740562222190943,5.551115123125784e-16,0,119.671053647995,True,1699614583.7255795,0.7014347546774184,210-270,moslin,0.95,1,0.05,mean,precise,30000.0,crisp-sweep-446
155,{'runtime': 27},0.28573339897899025,0.2826108477178665,5.551115123125784e-16,0,28.5635027885437,True,1699614483.6025188,0.28417212334842834,170-210,moslin,0.95,1,0.05,mean,precise,30000.0,smooth-sweep-445
156,{'runtime': 38},0.15350165896442788,0.1520741398243005,3.3306690738754696e-16,0,38.98030304908752,True,1699614482.462944,0.1527878993943642,450-510,moslin,0.95,1,0.01,mean,abpxp,30000.0,resilient-sweep-444
157,{'runtime': 70},0.20398521736210312,0.24694255667202705,2.220446049250313e-16,0,71.11572480201721,True,1699614508.933946,0.2254638870170651,390-450,moslin,0.95,1,0.01,mean,abpxp,30000.0,sunny-sweep-443
158,{'runtime': 325},0.46803567773109944,0.48805264594180553,2.220446049250313e-16,0,326.16410875320435,True,1699614752.547614,0.4780441618364525,330-390,moslin,0.95,1,0.01,mean,abpxp,30000.0,wise-sweep-442
159,{'runtime': 1009},0.40496297696820754,0.36929197141112696,1.1102230246251563e-16,0,1010.2983417510986,True,1699615433.1348968,0.38712747418966725,270-330,moslin,0.95,1,0.01,mean,abpxp,30000.0,generous-sweep-441
160,{'runtime': 287},0.4935451181679367,0.5075919658283999,2.220446049250313e-16,0,287.7846734523773,True,1699614702.6398084,0.5005685419981684,210-270,moslin,0.95,1,0.01,mean,abpxp,30000.0,radiant-sweep-440
161,{'runtime': 43},0.5975130426240425,0.6777149542768708,2.220446049250313e-16,0,43.85571265220642,True,1699614437.4032357,0.6376139984504566,170-210,moslin,0.95,1,0.01,mean,abpxp,30000.0,young-sweep-439
162,{'runtime': 26},0.07259332569884056,0.07141265971213331,2.220446049250313e-16,0,27.537229299545288,True,1699614417.0686462,0.07200299270548693,450-510,moslin,0.95,1,0.01,mean,precise,30000.0,hardy-sweep-438
163,{'runtime': 37},0.07822477083508002,0.09078120705295714,1.1102230246251563e-16,0,38.195863008499146,True,1699614424.943819,0.08450298894401859,390-450,moslin,0.95,1,0.01,mean,precise,30000.0,northern-sweep-437
164,{'runtime': 113},0.12328389383037908,0.12219457293148256,2.220446049250313e-16,0,114.36946868896484,True,1699614501.8130968,0.12273923338093085,330-390,moslin,0.95,1,0.01,mean,precise,30000.0,revived-sweep-436
165,{'runtime': 310},0.2238462482769238,0.24314606739899225,4.440892098500626e-16,0,310.94494366645813,True,1699614686.6323986,0.233496157837958,270-330,moslin,0.95,1,0.01,mean,precise,30000.0,golden-sweep-435
166,{'runtime': 122},0.20491239064700725,0.2029172405081157,0.0,0,123.07459855079652,True,1699614475.2441745,0.20391481557756147,210-270,moslin,0.95,1,0.01,mean,precise,30000.0,lilac-sweep-434
167,{'runtime': 28},0.20677527420658728,0.18171552002602645,0.0,0,29.398648977279663,True,1699614373.67099,0.19424539711630684,170-210,moslin,0.95,1,0.01,mean,precise,30000.0,expert-sweep-433
168,{'runtime': 40},0.23196206775335543,0.21424060326134828,2.220446049250313e-16,0,41.06161165237427,True,1699614370.8921835,0.22310133550735184,450-510,moslin,0.95,1,0.001,mean,abpxp,30000.0,jumping-sweep-432
169,{'runtime': 80},0.25108993597701723,0.35142990270003227,4.440892098500626e-16,0,81.19971776008606,True,1699614403.9717886,0.30125991933852475,390-450,moslin,0.95,1,0.001,mean,abpxp,30000.0,colorful-sweep-431
170,{'runtime': 278},0.40877247292544994,0.46896579067467664,0.0,0,278.99335408210754,True,1699614588.119724,0.43886913180006326,330-390,moslin,0.95,1,0.001,mean,abpxp,30000.0,good-sweep-430
171,{'runtime': 1197},0.4738078706794261,0.5765576534600645,5.551115123125784e-16,0,1198.1352167129517,True,1699615504.4630296,0.5251827620697452,270-330,moslin,0.95,1,0.001,mean,abpxp,30000.0,devoted-sweep-429
172,{'runtime': 284},0.7106406305866031,0.913881376447962,2.220446049250313e-16,0,285.5417206287384,True,1699614580.2017016,0.8122610035172826,210-270,moslin,0.95,1,0.001,mean,abpxp,30000.0,usual-sweep-428
173,{'runtime': 42},1.0266209367306531,1.254487921065794,2.220446049250313e-16,0,43.59365129470825,True,1699614328.2056582,1.1405544288982234,170-210,moslin,0.95,1,0.001,mean,abpxp,30000.0,true-sweep-427
174,{'runtime': 26},0.18104098596342155,0.1868391652918434,3.3306690738754696e-16,0,27.357699871063232,True,1699614309.992724,0.18394007562763248,450-510,moslin,0.95,1,0.001,mean,precise,30000.0,dashing-sweep-426
175,{'runtime': 39},0.17892888479550714,0.2218176954792343,2.220446049250313e-16,0,39.954317808151245,True,1699614321.0699167,0.2003732901373707,390-450,moslin,0.95,1,0.001,mean,precise,30000.0,gallant-sweep-425
176,{'runtime': 112},0.2129781064042232,0.2192055921398623,2.220446049250313e-16,0,113.64436793327332,True,1699614393.457648,0.21609184927204272,330-390,moslin,0.95,1,0.001,mean,precise,30000.0,sweepy-sweep-424
177,{'runtime': 305},0.2971837856947217,0.4047615115491016,4.440892098500626e-16,0,306.27272629737854,True,1699614579.7665844,0.3509726486219117,270-330,moslin,0.95,1,0.001,mean,precise,30000.0,fanciful-sweep-423
178,{'runtime': 107},0.3636728249445626,0.39482046872626153,3.3306690738754696e-16,0,108.40436339378356,True,1699614365.549477,0.3792466468354121,210-270,moslin,0.95,1,0.001,mean,precise,30000.0,volcanic-sweep-422
179,{'runtime': 29},0.5148405244690596,0.49206990468305095,0.0,0,29.75418376922607,True,1699614273.5834367,0.5034552145760552,170-210,moslin,0.95,1,0.001,mean,precise,30000.0,scarlet-sweep-421
180,{'runtime': 41},0.967914292608831,0.9697426410086296,0.0,0,42.25770878791809,True,1699614260.747522,0.9688284668087304,450-510,moslin,0.9,1,0.5,mean,abpxp,30000.0,denim-sweep-420
181,{'runtime': 83},0.9768091653290312,0.9780269431498748,2.220446049250313e-16,0,83.82860159873962,True,1699614301.3747225,0.977418054239453,390-450,moslin,0.9,1,0.5,mean,abpxp,30000.0,soft-sweep-419
182,{'runtime': 368},0.9930309854479472,0.9938308980535502,2.220446049250313e-16,0,369.4769060611725,True,1699614575.798197,0.9934309417507488,330-390,moslin,0.9,1,0.5,mean,abpxp,30000.0,swift-sweep-418
183,{'runtime': 1299},0.9896439484273148,0.9887558668279964,0.0,0,1299.8593471050262,True,1699615484.7389412,0.9891999076276556,270-330,moslin,0.9,1,0.5,mean,abpxp,30000.0,classic-sweep-417
184,{'runtime': 331},0.9901567601115177,0.9893818569011812,4.440892098500626e-16,0,332.4603772163391,True,1699614516.2379303,0.9897693085063496,210-270,moslin,0.9,1,0.5,mean,abpxp,30000.0,woven-sweep-416
185,{'runtime': 44},0.9939655464455608,0.994714197171157,1.1102230246251563e-16,0,45.82106065750122,True,1699614222.6146448,0.9943398718083588,170-210,moslin,0.9,1,0.5,mean,abpxp,30000.0,zany-sweep-415
186,{'runtime': 27},0.9367599471306612,0.9389032070653196,2.220446049250313e-16,0,28.84104633331299,True,1699614188.8336053,0.9378315770979904,450-510,moslin,0.9,1,0.5,mean,precise,30000.0,still-sweep-414
187,{'runtime': 39},0.9535553818975028,0.9537902964991768,0.0,0,40.13608503341675,True,1699614198.2369,0.9536728391983398,390-450,moslin,0.9,1,0.5,mean,precise,30000.0,dandy-sweep-413
188,{'runtime': 129},0.9753280093664622,0.9746643508857628,2.220446049250313e-16,0,129.67620015144348,True,1699614283.309847,0.9749961801261124,330-390,moslin,0.9,1,0.5,mean,precise,30000.0,chocolate-sweep-412
189,{'runtime': 383},0.9816779816356912,0.9813203063974932,4.440892098500626e-16,0,384.2289645671845,True,1699614522.1730576,0.981499144016592,270-330,moslin,0.9,1,0.5,mean,precise,30000.0,lemon-sweep-411
190,{'runtime': 123},0.9793143117389952,0.9755313312750036,2.220446049250313e-16,0,123.84337186813354,True,1699614261.4888778,0.9774228215069992,210-270,moslin,0.9,1,0.5,mean,precise,30000.0,eager-sweep-410
191,{'runtime': 27},0.9615152250572756,0.9591463831606108,0.0,0,27.809234142303467,True,1699614139.0402312,0.9603308041089432,170-210,moslin,0.9,1,0.5,mean,precise,30000.0,honest-sweep-409
192,{'runtime': 41},0.7988162070696015,0.8082791227266045,5.551115123125784e-16,0,41.62046217918396,True,1699614139.3030772,0.803547664898103,450-510,moslin,0.9,1,0.1,mean,abpxp,30000.0,devout-sweep-408
193,{'runtime': 356},0.960528974654526,0.9641737718779076,0.0,0,356.90029525756836,True,1699614449.932026,0.9623513732662168,330-390,moslin,0.9,1,0.1,mean,abpxp,30000.0,glamorous-sweep-406
194,{'runtime': 76},0.862836959504247,0.8711883551270091,2.220446049250313e-16,0,77.3774471282959,True,1699614168.9570172,0.867012657315628,390-450,moslin,0.9,1,0.1,mean,abpxp,30000.0,treasured-sweep-407
195,{'runtime': 1274},0.9411983652161082,0.9359156299704336,1.1102230246251563e-15,0,1275.3920979499817,True,1699615348.215788,0.9385569975932708,270-330,moslin,0.9,1,0.1,mean,abpxp,30000.0,classic-sweep-405
196,{'runtime': 300},0.9453096128686144,0.9419828825056556,5.551115123125784e-16,0,303.01232290267944,True,1699614357.059526,0.943646247687135,210-270,moslin,0.9,1,0.1,mean,abpxp,30000.0,desert-sweep-404
197,{'runtime': 43},0.97135777478543,0.97610422236082,3.3306690738754696e-16,0,44.227078437805176,True,1699614093.1000764,0.9737309985731252,170-210,moslin,0.9,1,0.1,mean,abpxp,30000.0,scarlet-sweep-403
198,{'runtime': 27},0.6143287659078055,0.6233003509578985,6.661338147750939e-16,0,27.983591556549072,True,1699614072.4104023,0.6188145584328519,450-510,moslin,0.9,1,0.1,mean,precise,30000.0,worldly-sweep-402
199,{'runtime': 39},0.630502966786562,0.6278447817500575,2.220446049250313e-16,0,41.27682328224182,True,1699614081.7677734,0.6291738742683097,390-450,moslin,0.9,1,0.1,mean,precise,30000.0,laced-sweep-401
200,{'runtime': 124},0.8316029590583985,0.8259842767380047,3.3306690738754696e-16,0,126.91492128372192,True,1699614166.076023,0.8287936178982016,330-390,moslin,0.9,1,0.1,mean,precise,30000.0,true-sweep-400
201,{'runtime': 338},0.851380851709494,0.8472894348048201,1.1102230246251563e-16,0,339.61604022979736,True,1699614372.2572951,0.849335143257157,270-330,moslin,0.9,1,0.1,mean,precise,30000.0,giddy-sweep-399
202,{'runtime': 115},0.8254533226658576,0.7900438011063395,2.220446049250313e-16,0,116.50911283493042,True,1699614120.328723,0.8077485618860986,210-270,moslin,0.9,1,0.1,mean,precise,30000.0,comfy-sweep-398
203,{'runtime': 29},0.575074908039191,0.5526615700144082,3.3306690738754696e-16,0,29.721502780914307,True,1699614031.3551097,0.5638682390267996,170-210,moslin,0.9,1,0.1,mean,precise,30000.0,stoic-sweep-397
204,{'runtime': 76},0.6977199899227815,0.7175715297901061,6.661338147750939e-16,0,77.57064008712769,True,1699614052.6078272,0.7076457598564438,390-450,moslin,0.9,1,0.05,mean,abpxp,30000.0,apricot-sweep-395
205,{'runtime': 41},0.5706643854470529,0.5878932473500775,4.440892098500626e-16,0,41.83816432952881,True,1699614016.8233893,0.5792788163985652,450-510,moslin,0.9,1,0.05,mean,abpxp,30000.0,copper-sweep-396
206,{'runtime': 312},0.907775490544384,0.9140630549053196,6.661338147750939e-16,0,312.7964382171631,True,1699614284.9647782,0.9109192727248518,330-390,moslin,0.9,1,0.05,mean,abpxp,30000.0,balmy-sweep-394
207,{'runtime': 1278},0.8630760177008142,0.8505596057955391,6.661338147750939e-16,0,1278.636109828949,True,1699615232.6375787,0.8568178117481766,270-330,moslin,0.9,1,0.05,mean,abpxp,30000.0,cool-sweep-393
208,{'runtime': 325},0.8777055329735616,0.8730274161685064,4.440892098500626e-16,0,325.8156976699829,True,1699614260.748633,0.875366474571034,210-270,moslin,0.9,1,0.05,mean,abpxp,30000.0,mild-sweep-392
209,{'runtime': 46},0.8690478433245793,0.8694143539869359,3.3306690738754696e-16,0,47.268728256225586,True,1699613980.248567,0.8692310986557577,170-210,moslin,0.9,1,0.05,mean,abpxp,30000.0,curious-sweep-391
210,{'runtime': 26},0.268064737376787,0.2843481747084133,7.771561172376097e-16,0,26.93838357925415,True,1699613951.2172785,0.27620645604260013,450-510,moslin,0.9,1,0.05,mean,precise,30000.0,light-sweep-390
211,{'runtime': 117},0.59536704348339,0.586138633253395,0.0,0,117.80739092826845,True,1699614034.3537529,0.5907528383683924,330-390,moslin,0.9,1,0.05,mean,precise,30000.0,mild-sweep-388
212,{'runtime': 40},0.2629940736831411,0.2732168941197384,3.3306690738754696e-16,0,40.87302780151367,True,1699613959.3559358,0.26810548390143973,390-450,moslin,0.9,1,0.05,mean,precise,30000.0,devout-sweep-389
213,{'runtime': 110},0.6132707349911173,0.5683885540780989,6.661338147750939e-16,0,110.98626494407654,True,1699614011.2224,0.5908296445346081,210-270,moslin,0.9,1,0.05,mean,precise,30000.0,absurd-sweep-386
214,{'runtime': 337},0.634101101375125,0.6324435057705452,1.1102230246251563e-16,0,338.3889524936676,True,1699614236.7194495,0.6332723035728351,270-330,moslin,0.9,1,0.05,mean,precise,30000.0,electric-sweep-387
215,{'runtime': 28},0.26038153541227194,0.25728133870463227,3.3306690738754696e-16,0,29.56685757637024,True,1699613899.8551576,0.25883143705845213,170-210,moslin,0.9,1,0.05,mean,precise,30000.0,mild-sweep-385
216,{'runtime': 39},0.15327415418672746,0.14582778080876654,2.220446049250313e-16,0,39.63811278343201,True,1699613908.4879107,0.149550967497747,450-510,moslin,0.9,1,0.01,mean,abpxp,30000.0,devout-sweep-384
217,{'runtime': 79},0.18445642534249793,0.24834885947562657,3.3306690738754696e-16,0,80.14874219894409,True,1699613937.089878,0.21640264240906223,390-450,moslin,0.9,1,0.01,mean,abpxp,30000.0,hopeful-sweep-383
218,{'runtime': 310},0.3847680387691741,0.43640424370238234,0.0,0,310.6988914012909,True,1699614159.3238034,0.4105861412357782,330-390,moslin,0.9,1,0.01,mean,abpxp,30000.0,valiant-sweep-382
219,{'runtime': 1055},0.35481018691537575,0.36881506316002377,2.220446049250313e-16,0,1056.25351023674,True,1699614896.2420042,0.3618126250376998,270-330,moslin,0.9,1,0.01,mean,abpxp,30000.0,devout-sweep-381
220,{'runtime': 297},0.5146423602456228,0.591191401171015,3.3306690738754696e-16,0,297.7109627723694,True,1699614119.0690908,0.5529168807083189,210-270,moslin,0.9,1,0.01,mean,abpxp,30000.0,radiant-sweep-380
221,{'runtime': 41},0.7665570304746339,0.9101820424500786,1.1102230246251563e-16,0,42.2676956653595,True,1699613852.1170447,0.8383695364623562,170-210,moslin,0.9,1,0.01,mean,abpxp,30000.0,stilted-sweep-379
222,{'runtime': 26},0.09956198622863398,0.09652803560779706,2.220446049250313e-16,0,27.38599705696106,True,1699613835.501438,0.09804501091821552,450-510,moslin,0.9,1,0.01,mean,precise,30000.0,stilted-sweep-378
223,{'runtime': 38},0.0954234719240904,0.11402043327708045,2.220446049250313e-16,0,39.20333290100098,True,1699613830.5181768,0.10472195260058542,390-450,moslin,0.9,1,0.01,mean,precise,30000.0,wobbly-sweep-377
224,{'runtime': 132},0.12856961670062952,0.13285690581701115,2.220446049250313e-16,0,133.57227730751038,True,1699613915.0711963,0.13071326125882032,330-390,moslin,0.9,1,0.01,mean,precise,30000.0,good-sweep-376
225,{'runtime': 350},0.2062341431667923,0.25686423376250533,0.0,0,351.44501757621765,True,1699614131.3003316,0.23154918846464884,270-330,moslin,0.9,1,0.01,mean,precise,30000.0,rich-sweep-375
226,{'runtime': 107},0.23685423267823943,0.24390919531623925,0.0,0,108.082679271698,True,1699613876.887221,0.24038171399723937,210-270,moslin,0.9,1,0.01,mean,precise,30000.0,divine-sweep-374
227,{'runtime': 27},0.29953189245042044,0.2780667252093833,1.1102230246251563e-16,0,27.606929063796997,True,1699613792.724087,0.2887993088299019,170-210,moslin,0.9,1,0.01,mean,precise,30000.0,splendid-sweep-373
228,{'runtime': 39},0.26165794253076163,0.24672998556745204,4.440892098500626e-16,0,40.3619647026062,True,1699613790.0627637,0.2541939640491068,450-510,moslin,0.9,1,0.001,mean,abpxp,30000.0,rare-sweep-372
229,{'runtime': 74},0.28744246643645477,0.40040879303168736,0.0,0,74.90568923950195,True,1699613821.3029892,0.34392562973407104,390-450,moslin,0.9,1,0.001,mean,abpxp,30000.0,stoic-sweep-371
230,{'runtime': 342},0.4898418275471498,0.5651923395115096,1.1102230246251563e-16,0,343.08959913253784,True,1699614072.696643,0.5275170835293297,330-390,moslin,0.9,1,0.001,mean,abpxp,30000.0,mild-sweep-370
231,{'runtime': 1094},0.5345829124199072,0.6511016937786533,2.220446049250313e-16,0,1094.8417813777924,True,1699614814.9706974,0.5928423030992802,270-330,moslin,0.9,1,0.001,mean,abpxp,30000.0,autumn-sweep-369
232,{'runtime': 308},0.8190305150536745,1.0594885796016222,1.1102230246251563e-16,0,309.4827330112457,True,1699614024.131817,0.9392595473276484,210-270,moslin,0.9,1,0.001,mean,abpxp,30000.0,peachy-sweep-368
233,{'runtime': 47},1.1405555215856058,1.4156252468236958,0.0,0,48.14797019958496,True,1699613760.614668,1.278090384204651,170-210,moslin,0.9,1,0.001,mean,abpxp,30000.0,decent-sweep-367
234,{'runtime': 28},0.20953422741491448,0.22127400730032984,5.551115123125784e-16,0,28.811311960220337,True,1699613731.9163609,0.21540411735762216,450-510,moslin,0.9,1,0.001,mean,precise,30000.0,youthful-sweep-366
235,{'runtime': 40},0.20938177372508668,0.26179812481297016,1.1102230246251563e-16,0,41.39349627494812,True,1699613729.2539344,0.23558994926902843,390-450,moslin,0.9,1,0.001,mean,precise,30000.0,gallant-sweep-365
236,{'runtime': 121},0.25980435667648033,0.2637749751231672,9.992007221626409e-16,0,122.42193007469176,True,1699613799.022393,0.2617896658998238,330-390,moslin,0.9,1,0.001,mean,precise,30000.0,blooming-sweep-364
237,{'runtime': 356},0.34070043437082953,0.4644126206438466,7.771561172376097e-16,0,357.20746064186096,True,1699614024.2971168,0.40255652750733806,270-330,moslin,0.9,1,0.001,mean,precise,30000.0,misty-sweep-363
238,{'runtime': 111},0.41173328404432424,0.4544536575242306,4.440892098500626e-16,0,111.71544981002808,True,1699613775.661219,0.43309347078427746,210-270,moslin,0.9,1,0.001,mean,precise,30000.0,absurd-sweep-362
239,{'runtime': 27},0.558453287135707,0.5423619581820697,1.1102230246251563e-16,0,27.879997968673703,True,1699613683.209493,0.5504076226588883,170-210,moslin,0.9,1,0.001,mean,precise,30000.0,comic-sweep-361
240,{'runtime': 41},0.8917525736676878,0.8974612430215861,4.440892098500626e-16,0,42.85807275772095,True,1699613693.4725587,0.894606908344637,450-510,moslin,0.75,1,0.5,mean,abpxp,30000.0,wise-sweep-360
241,{'runtime': 81},0.924794993809906,0.9289869451498872,2.220446049250313e-16,0,82.50899958610535,True,1699613714.2130096,0.9268909694798968,390-450,moslin,0.75,1,0.5,mean,abpxp,30000.0,iconic-sweep-359
242,{'runtime': 373},0.9788531721746634,0.9810405079503636,6.661338147750939e-16,0,374.58115339279175,True,1699613984.7819097,0.9799468400625134,330-390,moslin,0.75,1,0.5,mean,abpxp,30000.0,ancient-sweep-358
243,{'runtime': 1269},0.9674097209608556,0.9645932050703416,4.440892098500626e-16,0,1270.2494435310364,True,1699614864.7395406,0.9660014630155986,270-330,moslin,0.75,1,0.5,mean,abpxp,30000.0,jolly-sweep-357
244,{'runtime': 326},0.9697146068277136,0.9675751491711452,4.440892098500626e-16,0,327.18611764907837,True,1699613917.0467763,0.9686448779994294,210-270,moslin,0.75,1,0.5,mean,abpxp,30000.0,sweepy-sweep-356
245,{'runtime': 44},0.9842310505888926,0.9862611346572476,2.220446049250313e-16,0,45.06256890296936,True,1699613628.113999,0.9852460926230702,170-210,moslin,0.75,1,0.5,mean,abpxp,30000.0,robust-sweep-355
246,{'runtime': 29},0.8202023258417246,0.825415172290316,1.1102230246251563e-16,0,30.4639196395874,True,1699613611.5318367,0.8228087490660203,450-510,moslin,0.75,1,0.5,mean,precise,30000.0,royal-sweep-354
247,{'runtime': 40},0.869530429708353,0.8700841875504227,1.1102230246251563e-16,0,41.38092756271362,True,1699613593.7039804,0.8698073086293878,390-450,moslin,0.75,1,0.5,mean,precise,30000.0,apricot-sweep-353
248,{'runtime': 121},0.9154970758598316,0.9129321557830008,0.0,0,121.78647303581238,True,1699613669.5925891,0.9142146158214162,330-390,moslin,0.75,1,0.5,mean,precise,30000.0,ethereal-sweep-352
249,{'runtime': 337},0.9434527050468684,0.9437211029691036,5.551115123125784e-16,0,338.06676292419434,True,1699613879.8078809,0.943586904007986,270-330,moslin,0.75,1,0.5,mean,precise,30000.0,resilient-sweep-351
250,{'runtime': 118},0.9495968903079196,0.9432876336558454,0.0,0,119.0316858291626,True,1699613636.7523358,0.9464422619818824,210-270,moslin,0.75,1,0.5,mean,precise,30000.0,charmed-sweep-350
251,{'runtime': 28},0.9017331075986182,0.8954427603063281,0.0,0,29.5347158908844,True,1699613527.632316,0.8985879339524732,170-210,moslin,0.75,1,0.5,mean,precise,30000.0,jumping-sweep-349
252,{'runtime': 39},0.4413248041909707,0.4613897427032312,5.551115123125784e-16,0,40.5629448890686,True,1699613535.823161,0.45135727344710097,450-510,moslin,0.75,1,0.1,mean,abpxp,30000.0,silvery-sweep-348
253,{'runtime': 78},0.5795702416905083,0.6097860133752848,4.440892098500626e-16,0,78.83335185050964,True,1699613569.696164,0.5946781275328965,390-450,moslin,0.75,1,0.1,mean,abpxp,30000.0,vague-sweep-347
254,{'runtime': 364},0.8655918384341202,0.8749539441556062,1.1102230246251563e-16,0,365.4543528556824,True,1699613853.977557,0.8702728912948632,330-390,moslin,0.75,1,0.1,mean,abpxp,30000.0,lucky-sweep-346
255,{'runtime': 1245},0.7866379703173202,0.769413846167237,3.3306690738754696e-16,0,1246.248500585556,True,1699614718.0709386,0.7780259082422786,270-330,moslin,0.75,1,0.1,mean,abpxp,30000.0,copper-sweep-345
