,_id,config.overwrite,config.db_collection,config.alpha,config.epsilon,config.kind,config.lineage_info,config.scale_cost,config.tp,config.seed,result.early_cost,result.late_cost,result.converged
223,224,224,celegans2,0.95,0.01,moslin,abpxp,mean,"[270, 330]",46902827,0.36929195510030705,0.40496294942566907,True
224,225,225,celegans2,0.95,0.05,moslin,precise,mean,"[270, 330]",468979721,0.7770237941791965,0.7854785290126507,True
225,226,226,celegans2,0.95,0.05,moslin,abpxp,mean,"[270, 330]",885386401,0.9368864213869096,0.9423450089339588,True
226,227,227,celegans2,0.95,0.1,moslin,precise,mean,"[270, 330]",288187366,0.9187699567897517,0.9229184504018655,True
227,228,228,celegans2,0.95,0.1,moslin,abpxp,mean,"[270, 330]",154563225,0.9714360526483906,0.9737875909351804,True
228,229,229,celegans2,0.95,0.5,moslin,precise,mean,"[270, 330]",962054431,0.9890024428956825,0.9895438311556038,True
229,230,230,celegans2,0.95,0.5,moslin,abpxp,mean,"[270, 330]",540844525,0.994696846939577,0.9951166984898033,True
230,231,231,celegans2,0.98,0.001,moslin,precise,mean,"[270, 330]",560445042,0.2958284936140589,0.21915508019939992,True
231,232,232,celegans2,0.98,0.001,moslin,abpxp,mean,"[270, 330]",583976891,0.42857642560470455,0.3622876936117628,True
232,233,233,celegans2,0.98,0.01,moslin,precise,mean,"[270, 330]",687809476,0.3454343133883352,0.34977517717773743,True
233,234,234,celegans2,0.98,0.01,moslin,abpxp,mean,"[270, 330]",673492510,0.5667653010869504,0.6166508110410918,True
234,235,235,celegans2,0.98,0.05,moslin,precise,mean,"[270, 330]",382246533,0.859001736714054,0.8697902671728259,True
235,236,236,celegans2,0.98,0.05,moslin,abpxp,mean,"[270, 330]",733326264,0.9766532511309447,0.9787107026671994,True
236,237,237,celegans2,0.98,0.1,moslin,precise,mean,"[270, 330]",401813567,0.9488021513386736,0.9535732900717788,True
237,238,238,celegans2,0.98,0.1,moslin,abpxp,mean,"[270, 330]",314998287,0.9890224862701738,0.9899374760462174,True
238,239,239,celegans2,0.98,0.5,moslin,precise,mean,"[270, 330]",343062014,0.9929238914104469,0.9935553455487649,True
239,240,240,celegans2,0.98,0.5,moslin,abpxp,mean,"[270, 330]",860460537,0.9978979011826372,0.9980670425640648,True
240,241,241,celegans2,0.01,0.001,moslin,precise,mean,"[330, 390]",559998784,0.39479746879605154,0.4852628873266647,False
241,242,242,celegans2,0.01,0.001,moslin,abpxp,mean,"[330, 390]",359835035,0.8248971829874514,0.8612414803878014,False
242,243,243,celegans2,0.01,0.01,moslin,precise,mean,"[330, 390]",834908656,0.3900970058249579,0.40201498395524443,False
243,244,244,celegans2,0.01,0.01,moslin,abpxp,mean,"[330, 390]",71654213,0.849338122102516,0.7705899912464259,False
244,245,245,celegans2,0.01,0.05,moslin,precise,mean,"[330, 390]",661009515,0.37903683059127674,0.3815052830363402,False
245,246,246,celegans2,0.01,0.05,moslin,abpxp,mean,"[330, 390]",254946067,0.8374481524084528,0.7524865243342764,False
246,247,247,celegans2,0.01,0.1,moslin,precise,mean,"[330, 390]",811297382,0.3786049909723321,0.3774056260628029,False
247,248,248,celegans2,0.01,0.1,moslin,abpxp,mean,"[330, 390]",19991199,0.8344678195715023,0.748870142617688,True
248,249,249,celegans2,0.01,0.5,moslin,precise,mean,"[330, 390]",360299685,0.3551926869978562,0.35016495924892543,True
249,250,250,celegans2,0.01,0.5,moslin,abpxp,mean,"[330, 390]",875507251,0.7995982887080721,0.7142359515520665,True
250,251,251,celegans2,0.1,0.001,moslin,precise,mean,"[330, 390]",902288995,0.38467720549880796,0.3972287528974749,False
251,252,252,celegans2,0.1,0.001,moslin,abpxp,mean,"[330, 390]",336902934,0.8455002248567186,0.7641940294331632,False
252,253,253,celegans2,0.1,0.01,moslin,precise,mean,"[330, 390]",279808753,0.37415019009184164,0.3729708715464222,False
253,254,254,celegans2,0.1,0.01,moslin,abpxp,mean,"[330, 390]",254982936,0.8322423835917874,0.7462140128682936,True
254,255,255,celegans2,0.1,0.05,moslin,precise,mean,"[330, 390]",597914791,0.34889534579940695,0.3433077506617241,True
255,256,256,celegans2,0.1,0.05,moslin,abpxp,mean,"[330, 390]",318881164,0.7933693553647801,0.7077843529299499,True
256,257,257,celegans2,0.1,0.1,moslin,precise,mean,"[330, 390]",340402032,0.3242868518904059,0.317361244111536,True
257,258,258,celegans2,0.1,0.1,moslin,abpxp,mean,"[330, 390]",765383052,0.7480235547482055,0.6639872456797205,True
258,259,259,celegans2,0.1,0.5,moslin,precise,mean,"[330, 390]",935080518,0.26470321952393455,0.26535993207836317,True
259,260,260,celegans2,0.1,0.5,moslin,abpxp,mean,"[330, 390]",798911414,0.6600194104673575,0.5933617484006748,True
260,261,261,celegans2,0.25,0.001,moslin,precise,mean,"[330, 390]",87412850,0.3699553278346777,0.3729799773981634,False
261,262,262,celegans2,0.25,0.001,moslin,abpxp,mean,"[330, 390]",82404953,0.8323774752378069,0.748569062002277,False
262,263,263,celegans2,0.25,0.01,moslin,precise,mean,"[330, 390]",469108687,0.3521803216858544,0.3462277200449487,False
263,264,264,celegans2,0.25,0.01,moslin,abpxp,mean,"[330, 390]",878359673,0.8101101655867156,0.7233878734008405,True
264,265,265,celegans2,0.25,0.05,moslin,precise,mean,"[330, 390]",132131451,0.2955275218588667,0.28731527451598954,True
265,266,266,celegans2,0.25,0.05,moslin,abpxp,mean,"[330, 390]",616998787,0.7091050458610777,0.6256677498587038,True
266,267,267,celegans2,0.25,0.1,moslin,precise,mean,"[330, 390]",420072769,0.2607226870000279,0.2540379133660364,True
267,268,268,celegans2,0.25,0.1,moslin,abpxp,mean,"[330, 390]",51117126,0.6578536281746471,0.5796006811018573,True
268,269,269,celegans2,0.25,0.5,moslin,precise,mean,"[330, 390]",742993779,0.4151073146191636,0.43021374405611534,True
269,270,270,celegans2,0.25,0.5,moslin,abpxp,mean,"[330, 390]",539226842,0.7919016600225582,0.7701354207723491,True
270,271,271,celegans2,0.5,0.001,moslin,precise,mean,"[330, 390]",212533348,0.34751221288268136,0.3452578604031941,False
271,272,272,celegans2,0.5,0.001,moslin,abpxp,mean,"[330, 390]",235085136,0.7845695494021515,0.6972251373333577,True
272,273,273,celegans2,0.5,0.01,moslin,precise,mean,"[330, 390]",591638319,0.29932988391881626,0.29209327272276525,True
273,274,274,celegans2,0.5,0.01,moslin,abpxp,mean,"[330, 390]",420194461,0.7456427192192651,0.6568640375731796,True
274,275,275,celegans2,0.5,0.05,moslin,precise,mean,"[330, 390]",914041417,0.2267252336544415,0.2224144383140291,True
275,276,276,celegans2,0.5,0.05,moslin,abpxp,mean,"[330, 390]",732197164,0.639822995734224,0.5679176550294481,True
276,277,277,celegans2,0.5,0.1,moslin,precise,mean,"[330, 390]",39694749,0.27728136660811586,0.28480193935019976,True
277,278,278,celegans2,0.5,0.1,moslin,abpxp,mean,"[330, 390]",869063078,0.7036463901547069,0.6598927582130315,True
278,279,279,celegans2,0.5,0.5,moslin,precise,mean,"[330, 390]",252184450,0.7142481865867328,0.7233928684394809,True
279,280,280,celegans2,0.5,0.5,moslin,abpxp,mean,"[330, 390]",232503977,0.9331441592197623,0.9283838273399685,True
280,281,281,celegans2,0.75,0.001,moslin,precise,mean,"[330, 390]",344986837,0.3060259435109293,0.30330725213955206,False
281,282,282,celegans2,0.75,0.001,moslin,abpxp,mean,"[330, 390]",603497538,0.6911780996364951,0.6096775905459556,False
282,283,283,celegans2,0.75,0.01,moslin,precise,mean,"[330, 390]",973502907,0.20598175996003568,0.19844550049481047,True
283,284,284,celegans2,0.75,0.01,moslin,abpxp,mean,"[330, 390]",854866013,0.5426041424047785,0.4562160597619245,True
284,285,285,celegans2,0.75,0.05,moslin,precise,mean,"[330, 390]",711876067,0.28419564859953605,0.2944489978569484,True
285,286,286,celegans2,0.75,0.05,moslin,abpxp,mean,"[330, 390]",820914244,0.7543551896340825,0.7263494556965003,True
286,287,287,celegans2,0.75,0.1,moslin,precise,mean,"[330, 390]",272196488,0.5364241741512656,0.5484501463780416,True
287,288,288,celegans2,0.75,0.1,moslin,abpxp,mean,"[330, 390]",537422742,0.8749539975620721,0.8655918780592649,True
288,289,289,celegans2,0.75,0.5,moslin,precise,mean,"[330, 390]",440253704,0.9129321272621159,0.9154970437438291,True
289,290,290,celegans2,0.75,0.5,moslin,abpxp,mean,"[330, 390]",624122456,0.9810405178256374,0.9788531796740613,True
290,291,291,celegans2,0.9,0.001,moslin,precise,mean,"[330, 390]",36746289,0.26377488918919734,0.2598042528901628,True
291,292,292,celegans2,0.9,0.001,moslin,abpxp,mean,"[330, 390]",664908193,0.5652666869916243,0.48982206455121063,False
292,293,293,celegans2,0.9,0.01,moslin,precise,mean,"[330, 390]",437766558,0.13285688373679627,0.12856958184945147,True
293,294,294,celegans2,0.9,0.01,moslin,abpxp,mean,"[330, 390]",914193217,0.4364042004380869,0.38476801649046993,True
294,295,295,celegans2,0.9,0.05,moslin,precise,mean,"[330, 390]",927640277,0.5861385339783975,0.5953669268441549,True
295,296,296,celegans2,0.9,0.05,moslin,abpxp,mean,"[330, 390]",524810301,0.9140630132555936,0.907775656956846,True
296,297,297,celegans2,0.9,0.1,moslin,precise,mean,"[330, 390]",474298802,0.8259842148659169,0.8316028916781489,True
297,298,298,celegans2,0.9,0.1,moslin,abpxp,mean,"[330, 390]",596886627,0.9641737934933144,0.9605289889516284,True
298,299,299,celegans2,0.9,0.5,moslin,precise,mean,"[330, 390]",184851290,0.9746643335239157,0.9753279902612267,True
299,300,300,celegans2,0.9,0.5,moslin,abpxp,mean,"[330, 390]",72908560,0.9938309006286812,0.9930309875422381,True
300,301,301,celegans2,0.95,0.001,moslin,precise,mean,"[330, 390]",934788118,0.2192055334035773,0.21297803885080813,True
301,302,302,celegans2,0.95,0.001,moslin,abpxp,mean,"[330, 390]",198439157,0.4689710585484877,0.40877834549758296,True
302,303,303,celegans2,0.95,0.01,moslin,precise,mean,"[330, 390]",109250343,0.12219454925843978,0.12328385361693878,True
303,304,304,celegans2,0.95,0.01,moslin,abpxp,mean,"[330, 390]",289484143,0.48805262094590557,0.4680356390194508,True
304,305,305,celegans2,0.95,0.05,moslin,precise,mean,"[330, 390]",399855123,0.8008723936691212,0.8067553774071988,True
305,306,306,celegans2,0.95,0.05,moslin,abpxp,mean,"[330, 390]",214057564,0.9624524273514904,0.9584378126525768,True
306,307,307,celegans2,0.95,0.1,moslin,precise,mean,"[330, 390]",464228941,0.9266929787214288,0.9289976423765429,True
307,308,308,celegans2,0.95,0.1,moslin,abpxp,mean,"[330, 390]",999753129,0.9833943858567269,0.9813513709631521,True
308,309,309,celegans2,0.95,0.5,moslin,precise,mean,"[330, 390]",484630422,0.988380897544569,0.9886757624376845,True
309,310,310,celegans2,0.95,0.5,moslin,abpxp,mean,"[330, 390]",490105752,0.9969547938583774,0.9965477466797563,True
310,311,311,celegans2,0.98,0.001,moslin,precise,mean,"[330, 390]",794148958,0.1514119424254655,0.14488501796793857,True
311,312,312,celegans2,0.98,0.001,moslin,abpxp,mean,"[330, 390]",694821887,0.3366921018158327,0.29445191348283617,True
312,313,313,celegans2,0.98,0.01,moslin,precise,mean,"[330, 390]",627829777,0.15560718811263943,0.16198801789153455,True
313,314,314,celegans2,0.98,0.01,moslin,abpxp,mean,"[330, 390]",842669133,0.6049320953490487,0.6058566971145448,True
314,315,315,celegans2,0.98,0.05,moslin,precise,mean,"[330, 390]",582556592,0.9342846860942233,0.9364608105686527,True
315,316,316,celegans2,0.98,0.05,moslin,abpxp,mean,"[330, 390]",973003630,0.9841736964077001,0.9820914104174283,True
316,317,317,celegans2,0.98,0.1,moslin,precise,mean,"[330, 390]",730984860,0.9737468079657337,0.9746344934163886,True
317,318,318,celegans2,0.98,0.1,moslin,abpxp,mean,"[330, 390]",685913837,0.9927564759520685,0.9917781562568055,True
318,319,319,celegans2,0.98,0.5,moslin,precise,mean,"[330, 390]",134663465,0.9954226343373147,0.9955581890773816,True
319,320,320,celegans2,0.98,0.5,moslin,abpxp,mean,"[330, 390]",744481816,0.9986357801279464,0.9984485607172797,True
320,321,321,celegans2,0.01,0.001,moslin,precise,mean,"[390, 450]",56336669,0.3405245377551469,0.33367634018701464,False
321,322,322,celegans2,0.01,0.001,moslin,abpxp,mean,"[390, 450]",498828377,0.5171580983301647,0.45794279979015917,False
322,323,323,celegans2,0.01,0.01,moslin,precise,mean,"[390, 450]",332991582,0.3264233249156925,0.2709632368679685,False
323,324,324,celegans2,0.01,0.01,moslin,abpxp,mean,"[390, 450]",680992826,0.5130942487355478,0.396584372607239,False
324,325,325,celegans2,0.01,0.05,moslin,precise,mean,"[390, 450]",68966016,0.3220037205730097,0.26494000715975874,False
325,326,326,celegans2,0.01,0.05,moslin,abpxp,mean,"[390, 450]",858046497,0.4955953554390442,0.36637042356628374,False
326,327,327,celegans2,0.01,0.1,moslin,precise,mean,"[390, 450]",59180355,0.3175515730111647,0.261414797041208,False
327,328,328,celegans2,0.01,0.1,moslin,abpxp,mean,"[390, 450]",69023750,0.4930087347657423,0.3610332189565523,False
328,329,329,celegans2,0.01,0.5,moslin,precise,mean,"[390, 450]",978930680,0.29499548636398004,0.24444812809663685,True
329,330,330,celegans2,0.01,0.5,moslin,abpxp,mean,"[390, 450]",687496012,0.4743622291010763,0.3453515728801616,True
330,331,331,celegans2,0.1,0.001,moslin,precise,mean,"[390, 450]",607552157,0.3244590985780941,0.2643930761753502,False
331,332,332,celegans2,0.1,0.001,moslin,abpxp,mean,"[390, 450]",498723619,0.5109514292682539,0.39449747656135903,False
332,333,333,celegans2,0.1,0.01,moslin,precise,mean,"[390, 450]",45517290,0.31595828169530654,0.25631864774299024,False
333,334,334,celegans2,0.1,0.01,moslin,abpxp,mean,"[390, 450]",740331689,0.4919784173895914,0.3597189408536573,False
334,335,335,celegans2,0.1,0.05,moslin,precise,mean,"[390, 450]",49923484,0.291662043503302,0.23898048369456965,True
335,336,336,celegans2,0.1,0.05,moslin,abpxp,mean,"[390, 450]",725501718,0.47135027710968685,0.3428150131154674,True
336,337,337,celegans2,0.1,0.1,moslin,precise,mean,"[390, 450]",553920448,0.26518341242552107,0.22006379672983808,True
337,338,338,celegans2,0.1,0.1,moslin,abpxp,mean,"[390, 450]",837343507,0.4456139287710105,0.32313730742957864,True
338,339,339,celegans2,0.1,0.5,moslin,precise,mean,"[390, 450]",847814892,0.17265696079069864,0.1537707593598768,True
339,340,340,celegans2,0.1,0.5,moslin,abpxp,mean,"[390, 450]",667169147,0.3581717127211531,0.2685703981823915,True
340,341,341,celegans2,0.25,0.001,moslin,precise,mean,"[390, 450]",590430973,0.3190228874281828,0.2554353849222224,False
341,342,342,celegans2,0.25,0.001,moslin,abpxp,mean,"[390, 450]",981620639,0.4964909414834122,0.37138960872970433,False
342,343,343,celegans2,0.25,0.01,moslin,precise,mean,"[390, 450]",21780724,0.30140422786146853,0.24149142459835474,False
343,344,344,celegans2,0.25,0.01,moslin,abpxp,mean,"[390, 450]",487027789,0.47950825888777954,0.34831200433688314,True
344,345,345,celegans2,0.25,0.05,moslin,precise,mean,"[390, 450]",93663450,0.24164033140722588,0.19872377620441967,True
345,346,346,celegans2,0.25,0.05,moslin,abpxp,mean,"[390, 450]",582649679,0.42110178466128856,0.30431632744946846,True
346,347,347,celegans2,0.25,0.1,moslin,precise,mean,"[390, 450]",30990026,0.19667640814775889,0.16625707857841077,True
347,348,348,celegans2,0.25,0.1,moslin,abpxp,mean,"[390, 450]",387147982,0.3769807642647596,0.27378604563478776,True
348,349,349,celegans2,0.25,0.5,moslin,precise,mean,"[390, 450]",459238952,0.2506316215904544,0.2439501803655995,True
349,350,350,celegans2,0.25,0.5,moslin,abpxp,mean,"[390, 450]",498002597,0.46073574966172703,0.4083561671821268,True
350,351,351,celegans2,0.5,0.001,moslin,precise,mean,"[390, 450]",497141802,0.31069674372970757,0.2455923936270423,False
351,352,352,celegans2,0.5,0.001,moslin,abpxp,mean,"[390, 450]",733557959,0.47206953360900433,0.3450569044360194,False
352,353,353,celegans2,0.5,0.01,moslin,precise,mean,"[390, 450]",266859345,0.2640295477911423,0.2116148459497365,True
353,354,354,celegans2,0.5,0.01,moslin,abpxp,mean,"[390, 450]",251353952,0.4307471415866774,0.31179947150688525,True
354,355,355,celegans2,0.5,0.05,moslin,precise,mean,"[390, 450]",634696748,0.16557473390949018,0.1385401438364538,True
355,356,356,celegans2,0.5,0.05,moslin,abpxp,mean,"[390, 450]",799332957,0.3507248405101684,0.2583845406761893,True
356,357,357,celegans2,0.5,0.1,moslin,precise,mean,"[390, 450]",208637538,0.15211255781043015,0.13761072666949742,True
357,358,358,celegans2,0.5,0.1,moslin,abpxp,mean,"[390, 450]",616123096,0.37179462201689034,0.300023163967402,True
358,359,359,celegans2,0.5,0.5,moslin,precise,mean,"[390, 450]",19062542,0.6190244358204842,0.618245104543498,True
359,360,360,celegans2,0.5,0.5,moslin,abpxp,mean,"[390, 450]",892604783,0.760917450369242,0.7450506785402602,True
360,361,361,celegans2,0.75,0.001,moslin,precise,mean,"[390, 450]",782671705,0.2959095419084135,0.2353850531999099,True
361,362,362,celegans2,0.75,0.001,moslin,abpxp,mean,"[390, 450]",234672506,0.44965560398550936,0.3253800543387466,False
362,363,363,celegans2,0.75,0.01,moslin,precise,mean,"[390, 450]",647380157,0.1926223120351408,0.15713843429621868,True
363,364,364,celegans2,0.75,0.01,moslin,abpxp,mean,"[390, 450]",113168650,0.3425967733522615,0.24610364224008677,True
364,365,365,celegans2,0.75,0.05,moslin,precise,mean,"[390, 450]",546699897,0.1426090492364422,0.12619756946502747,True
365,366,366,celegans2,0.75,0.05,moslin,abpxp,mean,"[390, 450]",353562635,0.4134928393780835,0.35642913880209476,True
366,367,367,celegans2,0.75,0.1,moslin,precise,mean,"[390, 450]",225499783,0.30302453940546986,0.29891932010890415,True
367,368,368,celegans2,0.75,0.1,moslin,abpxp,mean,"[390, 450]",987636298,0.6097860800794971,0.579570335728567,True
368,369,369,celegans2,0.75,0.5,moslin,precise,mean,"[390, 450]",471653846,0.8700842118072568,0.8695304288676203,True
369,370,370,celegans2,0.75,0.5,moslin,abpxp,mean,"[390, 450]",965037577,0.9289869543056608,0.9247950018313091,True
370,371,371,celegans2,0.9,0.001,moslin,precise,mean,"[390, 450]",348995442,0.26179801866686936,0.2093816183813329,True
371,372,372,celegans2,0.9,0.001,moslin,abpxp,mean,"[390, 450]",123355007,0.4004088302521959,0.287442495755553,False
372,373,373,celegans2,0.9,0.01,moslin,precise,mean,"[390, 450]",920170435,0.11402041689852359,0.09542344973080263,True
373,374,374,celegans2,0.9,0.01,moslin,abpxp,mean,"[390, 450]",507144240,0.24834889933995316,0.18445645468833516,True
374,375,375,celegans2,0.9,0.05,moslin,precise,mean,"[390, 450]",863060726,0.2732168991645746,0.262994038111462,True
375,376,376,celegans2,0.9,0.05,moslin,abpxp,mean,"[390, 450]",99924408,0.717571582887278,0.6977200566921694,True
376,377,377,celegans2,0.9,0.1,moslin,precise,mean,"[390, 450]",991841173,0.6278448024990341,0.630502940291821,True
377,378,378,celegans2,0.9,0.1,moslin,abpxp,mean,"[390, 450]",161363212,0.8711883693898853,0.8628369678528015,True
378,379,379,celegans2,0.9,0.5,moslin,precise,mean,"[390, 450]",51882183,0.9537903038219439,0.9535553765571742,True
379,380,380,celegans2,0.9,0.5,moslin,abpxp,mean,"[390, 450]",781087081,0.9780269444514642,0.9768091665447919,True
380,381,381,celegans2,0.95,0.001,moslin,precise,mean,"[390, 450]",800530867,0.22181767389425927,0.17892881394839807,True
381,382,382,celegans2,0.95,0.001,moslin,abpxp,mean,"[390, 450]",583433066,0.3514299817131118,0.2510900030797512,True
382,383,383,celegans2,0.95,0.01,moslin,precise,mean,"[390, 450]",561563936,0.09078120515717276,0.07822475389570661,True
383,384,384,celegans2,0.95,0.01,moslin,abpxp,mean,"[390, 450]",531411550,0.24694261568455636,0.20398527181999823,True
384,385,385,celegans2,0.95,0.05,moslin,precise,mean,"[390, 450]",55815835,0.4171431543786813,0.4130728094789826,True
385,386,386,celegans2,0.95,0.05,moslin,abpxp,mean,"[390, 450]",65543729,0.8742235141294667,0.8657418051339861,True
386,387,387,celegans2,0.95,0.1,moslin,precise,mean,"[390, 450]",136262924,0.7814579110274307,0.783603200593472,True
387,388,388,celegans2,0.95,0.1,moslin,abpxp,mean,"[390, 450]",459221469,0.9435329629795285,0.9400929670410761,True
388,389,389,celegans2,0.95,0.5,moslin,precise,mean,"[390, 450]",200340339,0.9747460751939689,0.974667230003274,True
389,390,390,celegans2,0.95,0.5,moslin,abpxp,mean,"[390, 450]",450039832,0.9897629888335252,0.989191282845197,True
390,391,391,celegans2,0.98,0.001,moslin,precise,mean,"[390, 450]",900439892,0.15201294367638948,0.12388693824084196,True
391,392,392,celegans2,0.98,0.001,moslin,abpxp,mean,"[390, 450]",8390611,0.268550063897459,0.18850390994014532,True
392,393,393,celegans2,0.98,0.01,moslin,precise,mean,"[390, 450]",433045808,0.09858437629553005,0.086384887453073,True
393,394,394,celegans2,0.98,0.01,moslin,abpxp,mean,"[390, 450]",126844726,0.3863303898000088,0.35766820408024685,True
394,395,395,celegans2,0.98,0.05,moslin,precise,mean,"[390, 450]",753541448,0.5567651800396517,0.5572659350389868,True
395,396,396,celegans2,0.98,0.05,moslin,abpxp,mean,"[390, 450]",360726950,0.9548908590023951,0.9519882190133678,True
396,397,397,celegans2,0.98,0.1,moslin,precise,mean,"[390, 450]",772707992,0.874141476704964,0.875812916973622,True
397,398,398,celegans2,0.98,0.1,moslin,abpxp,mean,"[390, 450]",150681925,0.9789172945061526,0.9776446921227593,True
398,399,399,celegans2,0.98,0.5,moslin,precise,mean,"[390, 450]",353139219,0.9860425293924894,0.986070002676802,True
399,400,400,celegans2,0.98,0.5,moslin,abpxp,mean,"[390, 450]",247978346,0.9959987483636291,0.99576586866991,True
400,401,401,celegans2,0.01,0.001,moslin,precise,mean,"[450, 510]",95025101,0.25731616795053003,0.2754279789432101,False
401,402,402,celegans2,0.01,0.001,moslin,abpxp,mean,"[450, 510]",79233676,0.311961363667177,0.3555695907941798,False
402,403,403,celegans2,0.01,0.01,moslin,precise,mean,"[450, 510]",449426474,0.2731552967448537,0.26941531122843637,False
403,404,404,celegans2,0.01,0.01,moslin,abpxp,mean,"[450, 510]",542108382,0.31441160155171166,0.3244654462473427,False
404,405,405,celegans2,0.01,0.05,moslin,precise,mean,"[450, 510]",874639687,0.2637994464999509,0.25797501717804294,False
405,406,406,celegans2,0.01,0.05,moslin,abpxp,mean,"[450, 510]",907331398,0.3087017600739452,0.315882390163785,False
406,407,407,celegans2,0.01,0.1,moslin,precise,mean,"[450, 510]",240140929,0.2612538428866776,0.25448573662377505,False
407,408,408,celegans2,0.01,0.1,moslin,abpxp,mean,"[450, 510]",573528406,0.308193930772025,0.3132659955716697,False
408,409,409,celegans2,0.01,0.5,moslin,precise,mean,"[450, 510]",433655293,0.24280430375770012,0.23683946943964151,False
409,410,410,celegans2,0.01,0.5,moslin,abpxp,mean,"[450, 510]",58403059,0.2942351722503049,0.29841324018775517,True
410,411,411,celegans2,0.1,0.001,moslin,precise,mean,"[450, 510]",728456664,0.2711467704558472,0.26732718765467056,False
411,412,412,celegans2,0.1,0.001,moslin,abpxp,mean,"[450, 510]",173878872,0.3130574801700792,0.3235324182317219,False
412,413,413,celegans2,0.1,0.01,moslin,precise,mean,"[450, 510]",297784497,0.26040837309458753,0.2536602203020143,False
413,414,414,celegans2,0.1,0.01,moslin,abpxp,mean,"[450, 510]",339260721,0.30778351858756303,0.31289190400092215,False
414,415,415,celegans2,0.1,0.05,moslin,precise,mean,"[450, 510]",579062975,0.23982362228982498,0.23455841486343904,False
415,416,416,celegans2,0.1,0.05,moslin,abpxp,mean,"[450, 510]",140034217,0.2920989685506996,0.29643509438381754,True
416,417,417,celegans2,0.1,0.1,moslin,precise,mean,"[450, 510]",344301779,0.22060872135378357,0.21720887966768648,True
417,418,418,celegans2,0.1,0.1,moslin,abpxp,mean,"[450, 510]",996588254,0.27343893595120466,0.27826787659077934,True
418,419,419,celegans2,0.1,0.5,moslin,precise,mean,"[450, 510]",270693478,0.149187253407,0.1524864011171876,True
419,420,420,celegans2,0.1,0.5,moslin,abpxp,mean,"[450, 510]",358887407,0.2185516042963164,0.21789233990221282,True
420,421,421,celegans2,0.25,0.001,moslin,precise,mean,"[450, 510]",304237220,0.2627274222626701,0.25362863298093163,False
421,422,422,celegans2,0.25,0.001,moslin,abpxp,mean,"[450, 510]",701210495,0.30753217509505837,0.31643373801597585,False
422,423,423,celegans2,0.25,0.01,moslin,precise,mean,"[450, 510]",484078764,0.24752526951393897,0.24187286404564134,False
423,424,424,celegans2,0.25,0.01,moslin,abpxp,mean,"[450, 510]",667796196,0.299078527632003,0.304018361830692,True
424,425,425,celegans2,0.25,0.05,moslin,precise,mean,"[450, 510]",779041902,0.2018117529914887,0.20094432559590214,True
425,426,426,celegans2,0.25,0.05,moslin,abpxp,mean,"[450, 510]",153681430,0.25694019142827923,0.26241540083621845,True
426,427,427,celegans2,0.25,0.1,moslin,precise,mean,"[450, 510]",12772835,0.1674574808474787,0.16967190652539627,True
427,428,428,celegans2,0.25,0.1,moslin,abpxp,mean,"[450, 510]",989071785,0.22846112390614692,0.23200069486640876,True
428,429,429,celegans2,0.25,0.5,moslin,precise,mean,"[450, 510]",975897203,0.1999875023246374,0.19830240476415192,True
429,430,430,celegans2,0.25,0.5,moslin,abpxp,mean,"[450, 510]",744279376,0.31311467593051895,0.29576011234022986,True
430,431,431,celegans2,0.5,0.001,moslin,precise,mean,"[450, 510]",170901034,0.25631085863050207,0.2475566863004249,False
431,432,432,celegans2,0.5,0.001,moslin,abpxp,mean,"[450, 510]",614326611,0.2963963910274227,0.3065112649834577,False
432,433,433,celegans2,0.5,0.01,moslin,precise,mean,"[450, 510]",880295887,0.21724333281494237,0.21396876363934805,False
433,434,434,celegans2,0.5,0.01,moslin,abpxp,mean,"[450, 510]",65646544,0.2644421006898181,0.27586145399253686,True
434,435,435,celegans2,0.5,0.05,moslin,precise,mean,"[450, 510]",60560286,0.1403844992335264,0.1437928332986502,True
435,436,436,celegans2,0.5,0.05,moslin,abpxp,mean,"[450, 510]",257513411,0.21060189387399142,0.2132926637023795,True
436,437,437,celegans2,0.5,0.1,moslin,precise,mean,"[450, 510]",781742060,0.13359010439480754,0.13555877517650172,True
437,438,438,celegans2,0.5,0.1,moslin,abpxp,mean,"[450, 510]",309748754,0.23373824620408476,0.22560304251568167,True
438,439,439,celegans2,0.5,0.5,moslin,precise,mean,"[450, 510]",243485411,0.5288625522635176,0.5204215213744359,True
439,440,440,celegans2,0.5,0.5,moslin,abpxp,mean,"[450, 510]",677822705,0.6491283120920409,0.6326974063951664,True
440,441,441,celegans2,0.75,0.001,moslin,precise,mean,"[450, 510]",390567185,0.24093400314103064,0.22676636985135404,True
441,442,442,celegans2,0.75,0.001,moslin,abpxp,mean,"[450, 510]",662162427,0.2737075953474564,0.2859342769432122,False
442,443,443,celegans2,0.75,0.01,moslin,precise,mean,"[450, 510]",351669114,0.15779911614983666,0.15607176442855134,True
443,444,444,celegans2,0.75,0.01,moslin,abpxp,mean,"[450, 510]",529520087,0.20282229177157418,0.2140858219385804,True
444,445,445,celegans2,0.75,0.05,moslin,precise,mean,"[450, 510]",330824332,0.1275525098752015,0.12601358518892863,True
445,446,446,celegans2,0.75,0.05,moslin,abpxp,mean,"[450, 510]",597578695,0.2621952237907693,0.2503442488762484,True
446,447,447,celegans2,0.75,0.1,moslin,precise,mean,"[450, 510]",30775236,0.2761062034510837,0.26614295941723204,True
447,448,448,celegans2,0.75,0.1,moslin,abpxp,mean,"[450, 510]",525874518,0.46138994965071467,0.4413249992667134,True
